spotify:track:1kPpge9JDLpcj15qgrPbYX,0.0314,0.559,205933.0,0.882,1.71e-05,3.0,0.605,-4.281,1.0,0.157,126.064,4.0,0.634
spotify:track:2vDT1uU6hZgdp3PbWGr0Xy,0.287,0.765,237300.0,0.473,0.0,10.0,0.391,-5.829,1.0,0.0514,119.992,4.0,0.34
spotify:track:6gp3RHhdZlrPGaf5qcgFSg,0.000188,0.279,229133.0,0.75,0.0,4.0,0.78,-6.41,0.0,0.112,189.806,4.0,0.317
spotify:track:3PmTW2K6RagNCH4QUeMIiu,0.384,0.382,228785.0,0.522,0.0,6.0,0.123,-7.798,1.0,0.0346,106.498,4.0,0.455
spotify:track:3Te8uLyit6X3ncNW8Fp3K2,0.00139,0.613,189387.0,0.874,1.82e-06,2.0,0.656,-3.594,1.0,0.0697,108.038,4.0,0.543
spotify:track:6ZeQp2XTOiPCePWRfCHSo5,0.723,0.419,196347.0,0.331,1.41e-06,5.0,0.426,-9.013,1.0,0.03,78.501,4.0,0.206
spotify:track:6lV2MSQmRIkycDScNtrBXO,0.11,0.66,180480.0,0.867,0.0,6.0,0.0368,-4.285,0.0,0.116,93.033,4.0,0.377
spotify:track:3gbBpTdY8lnQwqxNCcf795,0.078,0.681,214148.0,0.715,0.0,9.0,0.275,-6.318,1.0,0.0388,127.429,4.0,0.593
spotify:track:25YvADYJ0DUVUhDGM76dkw,0.00146,0.749,178514.0,0.599,0.0,8.0,0.057,-8.285,0.0,0.0311,96.987,4.0,0.849
spotify:track:7IZcUN6QK7Y4S9LrddDYVP,0.00594,0.562,209453.0,0.709,0.299,4.0,0.2,-8.468,0.0,0.0393,129.952,4.0,0.356
spotify:track:6ukMqDxnOPOgoHdak7Kyp3,0.417,0.795,190453.0,0.616,0.0,1.0,0.349,-5.281,0.0,0.06,110.015,4.0,0.815
spotify:track:3QCi7tzTX5RhlR9BI3CbMU,0.00462,0.699,242627.0,0.498,0.00019,9.0,0.312,-7.72,1.0,0.0359,115.983,4.0,0.359
spotify:track:6kyUpVMkX6ymEZQue0bzGj,0.118,0.697,210133.0,0.72,0.0,2.0,0.168,-5.865,1.0,0.0306,127.994,4.0,0.921
spotify:track:7FwUBR93O0aSvXltMM73e7,0.0441,0.703,235755.0,0.731,0.0618,11.0,0.152,-6.643,1.0,0.0379,109.989,4.0,0.596
spotify:track:7AsqUKKbPMxOFNIbRLBxHt,0.000814,0.54,195307.0,0.922,0.0,1.0,0.201,-4.884,0.0,0.0474,124.996,4.0,0.481
spotify:track:6PZby1bNMj2ZEPShwQwJnL,0.0701,0.722,239520.0,0.715,0.0,5.0,0.0993,-7.37,1.0,0.0913,134.972,4.0,0.524
spotify:track:2wqaekenSQZm7hxQOYt8oE,0.162,0.725,247520.0,0.68,2.13e-06,8.0,0.158,-5.465,1.0,0.0306,119.939,4.0,0.76
spotify:track:0yQw3d0iQDjMrxaVHFv77J,0.0607,0.531,226293.0,0.665,0.0,8.0,0.131,-6.672,0.0,0.286,73.726,4.0,0.8
spotify:track:3CB4Wxr7P4MbdCQMt6jPje,2.61e-05,0.463,217427.0,0.976,3.96e-06,8.0,0.105,-3.985,1.0,0.0704,123.057,4.0,0.385
spotify:track:1Ms5naFfMmdgLNIBVxJYjk,0.987,0.376,275827.0,0.13,0.0281,4.0,0.0932,-17.144,1.0,0.0351,125.083,4.0,0.0924
spotify:track:1LJSniVKf2cSGY3LT1oqyk,0.00149,0.47,226480.0,0.813,5.58e-05,5.0,0.0359,-4.564,1.0,0.0314,91.995,4.0,0.304
spotify:track:7zsXy7vlHdItvUSH8EwQss,0.055,0.602,185360.0,0.797,0.0,6.0,0.187,-5.084,0.0,0.0534,92.928,4.0,0.492
spotify:track:2i2zYdN4KCkTCDscdMYr87,0.0932,0.645,203520.0,0.891,3.88e-06,6.0,0.379,-2.505,0.0,0.0387,124.915,4.0,0.568
spotify:track:6f49kbOuQSOsStBpyGvQfA,0.002,0.45,223773.0,0.92,0.0201,11.0,0.334,-4.982,1.0,0.0733,122.979,4.0,0.0773
spotify:track:70CuZJtPDdCD3cphDDhjJq,0.213,0.646,227267.0,0.823,0.0,2.0,0.322,-4.123,0.0,0.0394,128.035,4.0,0.418
spotify:track:3WtCu35qpzGCLIGa8pczdu,0.0622,0.631,270222.0,0.886,5.51e-05,1.0,0.098,-2.016,1.0,0.117,135.032,4.0,0.672
spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.00108,0.33,222587.0,0.936,0.0,1.0,0.0926,-3.66,1.0,0.0917,148.112,4.0,0.234
spotify:track:6TYWE19e35N7Bn5heHwyY6,0.039,0.553,232643.0,0.564,0.0,9.0,0.318,-7.072,0.0,0.0418,149.953,4.0,0.31
spotify:track:5lV5h6gXFWmfOtMv7Q6Q6n,0.011,0.533,233333.0,0.872,8.19e-06,7.0,0.363,-4.306,1.0,0.0435,87.955,4.0,0.509
spotify:track:4HXOBjwv2RnLpGG4xWOO6N,0.00385,0.425,239216.0,0.69,0.0154,0.0,0.287,-6.221,1.0,0.0351,84.99,4.0,0.233
spotify:track:79NlESqzFSW0hdBWgls4FX,0.48,0.565,230269.0,0.381,0.0,10.0,0.109,-7.204,1.0,0.0302,73.483,4.0,0.325
spotify:track:4L2K7JKseFCBoHMZEAszW0,0.873,0.435,287693.0,0.155,0.0,1.0,0.107,-8.948,1.0,0.046,128.532,3.0,0.0935
spotify:track:0ENSn4fwAbCGeFGVUbXEU3,0.336,0.481,295493.0,0.451,0.0,5.0,0.0872,-6.095,0.0,0.0347,157.966,4.0,0.289
spotify:track:3ujORpm8Hf7QWEtfqSAZL8,0.196,0.671,161145.0,0.924,0.000214,10.0,0.12,-3.239,1.0,0.0529,97.012,4.0,0.17
spotify:track:5hA8S42MUtMJ0LbRupnpM1,0.0331,0.57,229914.0,0.627,0.000278,7.0,0.0682,-5.085,0.0,0.0377,94.983,4.0,0.0797
spotify:track:13HVjjWUZFaWilh2QUJKsP,0.804,0.568,260533.0,0.293,1.26e-05,1.0,0.107,-10.253,1.0,0.0313,147.175,4.0,0.247
spotify:track:4Ld3RS6KBXGsvtfmnjxlVl,0.423,0.622,207013.0,0.701,0.0,8.0,0.0955,-5.452,1.0,0.0559,179.998,4.0,0.645
spotify:track:6YVpU5vVxezJCYeQUxIkRT,0.0793,0.795,199849.0,0.611,3.04e-06,5.0,0.0853,-5.224,0.0,0.0711,110.016,4.0,0.404
spotify:track:6Xs7OKt6i0Ddq8B4M5Dgvr,0.0118,0.448,183808.0,0.694,0.0,0.0,0.34,-5.066,0.0,0.0303,86.897,4.0,0.336
